Sales Person,Country,Product,Amount,Boxes Shipped,Day,Month,Year,Price Per Box
Mallorie Waber,Australia,85% Dark Bars,2541.0,53,Friday,August,2022,47.943396226415096
Ches Bonnell,Canada,Eclairs,1876.0,172,Monday,January,2022,10.906976744186046
Gigi Bohling,Australia,White Choc,5523.0,87,Wednesday,May,2022,63.48275862068966
Beverie Moffet,New Zealand,85% Dark Bars,11200.0,22,Tuesday,August,2022,509.09090909090907
Kaine Padly,USA,Caramel Stuffed Bars,5593.0,122,Thursday,July,2022,45.84426229508197
Mallorie Waber,Australia,Almond Choco,7882.0,125,Monday,August,2022,63.056
Brien Boise,Canada,85% Dark Bars,10241.0,259,Thursday,February,2022,39.54054054054054
Brien Boise,Australia,Drinking Coco,6832.0,156,Wednesday,July,2022,43.794871794871796
Dotty Strutley,USA,Orange Choco,1379.0,107,Wednesday,February,2022,12.88785046728972
Rafaelita Blaksland,Australia,50% Dark Bites,3010.0,40,Tuesday,March,2022,75.25
Dennison Crosswaite,India,99% Dark & Pure,6888.0,311,Thursday,June,2022,22.14790996784566
Curtice Advani,UK,White Choc,1540.0,73,Tuesday,February,2022,21.095890410958905
Kelci Walkden,Australia,After Nines,6916.0,288,Wednesday,March,2022,24.01388888888889
Gigi Bohling,UK,Fruit & Nut Bars,1232.0,86,Wednesday,April,2022,14.325581395348838
Gunar Cockshoot,Australia,Raspberry Choco,602.0,72,Thursday,March,2022,8.36111111111111
Curtice Advani,UK,Fruit & Nut Bars,10927.0,136,Friday,June,2022,80.34558823529412
Barr Faughny,Canada,50% Dark Bites,10185.0,303,Tuesday,July,2022,33.613861386138616
Curtice Advani,USA,Spicy Special Slims,1603.0,264,Monday,July,2022,6.071969696969697
Brien Boise,India,Almond Choco,2170.0,218,Thursday,January,2022,9.954128440366972
Oby Sorrel,New Zealand,Smooth Sliky Salty,8673.0,60,Thursday,July,2022,144.55
Jan Morforth,India,85% Dark Bars,4760.0,418,Wednesday,May,2022,11.38755980861244
Marney O'Breen,India,Fruit & Nut Bars,4753.0,151,Wednesday,April,2022,31.47682119205298
Andria Kimpton,New Zealand,50% Dark Bites,3374.0,202,Wednesday,March,2022,16.702970297029704
Gunar Cockshoot,Canada,Raspberry Choco,2058.0,126,Thursday,June,2022,16.333333333333332
Kelci Walkden,USA,Drinking Coco,6454.0,160,Tuesday,July,2022,40.3375
Van Tuxwell,Canada,White Choc,420.0,3,Tuesday,March,2022,140.0
Rafaelita Blaksland,USA,Baker's Choco Chips,2863.0,58,Thursday,June,2022,49.36206896551724
Van Tuxwell,Australia,Caramel Stuffed Bars,5936.0,59,Tuesday,May,2022,100.61016949152543
Ches Bonnell,New Zealand,Peanut Butter Cubes,889.0,273,Friday,March,2022,3.2564102564102564
Kelci Walkden,Canada,Milk Bars,16016.0,28,Thursday,July,2022,572.0
Dennison Crosswaite,Canada,Choco Coated Almonds,10479.0,118,Thursday,January,2022,88.80508474576271
Curtice Advani,Australia,Almond Choco,2912.0,75,Wednesday,July,2022,38.82666666666667
Madelene Upcott,Australia,85% Dark Bars,1575.0,329,Thursday,June,2022,4.787234042553192
Gigi Bohling,UK,50% Dark Bites,8197.0,69,Monday,July,2022,118.79710144927536
Ches Bonnell,UK,Manuka Honey Choco,4221.0,395,Monday,May,2022,10.686075949367089
Gigi Bohling,UK,70% Dark Bites,840.0,81,Tuesday,June,2022,10.37037037037037
Jehu Rudeforth,Australia,Peanut Butter Cubes,5691.0,38,Friday,June,2022,149.76315789473685
Marney O'Breen,India,Eclairs,3472.0,96,Thursday,January,2022,36.166666666666664
Curtice Advani,Canada,Fruit & Nut Bars,4193.0,195,Monday,April,2022,21.502564102564104
Kaine Padly,UK,Smooth Sliky Salty,9016.0,554,Wednesday,June,2022,16.27436823104693
Karlen McCaffrey,Canada,Spicy Special Slims,6328.0,47,Tuesday,August,2022,134.63829787234042
Kelci Walkden,USA,Organic Choco Syrup,9870.0,152,Thursday,July,2022,64.9342105263158
Curtice Advani,India,Spicy Special Slims,161.0,134,Monday,June,2022,1.2014925373134329
Roddy Speechley,India,After Nines,2576.0,112,Wednesday,June,2022,23.0
Camilla Castle,Australia,Caramel Stuffed Bars,3178.0,16,Monday,May,2022,198.625
Curtice Advani,Australia,99% Dark & Pure,4676.0,84,Friday,January,2022,55.666666666666664
Mallorie Waber,UK,50% Dark Bites,5502.0,99,Monday,February,2022,55.57575757575758
Ches Bonnell,Canada,Baker's Choco Chips,7462.0,371,Monday,March,2022,20.11320754716981
Van Tuxwell,UK,Drinking Coco,5803.0,136,Monday,April,2022,42.669117647058826
Gunar Cockshoot,Canada,Fruit & Nut Bars,13888.0,203,Thursday,March,2022,68.41379310344827
Gunar Cockshoot,New Zealand,Spicy Special Slims,6867.0,183,Tuesday,June,2022,37.52459016393443
Gunar Cockshoot,Australia,Drinking Coco,2317.0,195,Friday,January,2022,11.882051282051282
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,1218.0,135,Monday,February,2022,9.022222222222222
Dennison Crosswaite,New Zealand,Drinking Coco,4109.0,197,Tuesday,January,2022,20.85786802030457
Jehu Rudeforth,India,99% Dark & Pure,1953.0,242,Friday,February,2022,8.070247933884298
Dotty Strutley,Australia,Mint Chip Choco,6790.0,25,Monday,August,2022,271.6
Roddy Speechley,Australia,Mint Chip Choco,6797.0,252,Thursday,May,2022,26.97222222222222
Madelene Upcott,New Zealand,Raspberry Choco,9226.0,415,Wednesday,May,2022,22.23132530120482
Dotty Strutley,New Zealand,Choco Coated Almonds,5733.0,348,Tuesday,January,2022,16.474137931034484
Roddy Speechley,New Zealand,50% Dark Bites,4312.0,211,Monday,May,2022,20.436018957345972
Rafaelita Blaksland,India,Smooth Sliky Salty,1638.0,81,Friday,May,2022,20.22222222222222
Husein Augar,UK,White Choc,10815.0,145,Thursday,January,2022,74.58620689655173
Roddy Speechley,Australia,Almond Choco,4466.0,74,Friday,June,2022,60.351351351351354
Van Tuxwell,USA,Caramel Stuffed Bars,987.0,21,Monday,February,2022,47.0
Camilla Castle,Australia,99% Dark & Pure,4669.0,101,Tuesday,January,2022,46.227722772277225
Kaine Padly,India,Milk Bars,2905.0,91,Monday,May,2022,31.923076923076923
Ches Bonnell,Australia,Smooth Sliky Salty,7490.0,54,Monday,May,2022,138.7037037037037
Mallorie Waber,USA,Almond Choco,6986.0,368,Friday,January,2022,18.983695652173914
Kaine Padly,Canada,99% Dark & Pure,1288.0,409,Friday,June,2022,3.1491442542787285
Oby Sorrel,UK,After Nines,2345.0,104,Monday,July,2022,22.548076923076923
Gunar Cockshoot,UK,Eclairs,3619.0,164,Wednesday,April,2022,22.067073170731707
Dotty Strutley,USA,Caramel Stuffed Bars,16982.0,76,Friday,April,2022,223.44736842105263
Jan Morforth,India,Peanut Butter Cubes,8092.0,178,Tuesday,January,2022,45.46067415730337
Husein Augar,Australia,Eclairs,6993.0,31,Monday,July,2022,225.58064516129033
Beverie Moffet,USA,Smooth Sliky Salty,2317.0,352,Thursday,March,2022,6.582386363636363
Camilla Castle,Australia,Manuka Honey Choco,637.0,169,Thursday,March,2022,3.769230769230769
Oby Sorrel,Australia,Almond Choco,6034.0,223,Tuesday,February,2022,27.05829596412556
Jan Morforth,USA,Orange Choco,980.0,146,Wednesday,June,2022,6.712328767123288
Gigi Bohling,USA,Fruit & Nut Bars,2821.0,112,Tuesday,May,2022,25.1875
Mallorie Waber,UK,Milk Bars,3563.0,284,Monday,January,2022,12.545774647887324
Curtice Advani,USA,Raspberry Choco,2996.0,139,Tuesday,March,2022,21.553956834532375
Marney O'Breen,Canada,Milk Bars,2436.0,309,Tuesday,February,2022,7.883495145631068
Brien Boise,India,Caramel Stuffed Bars,1540.0,100,Friday,February,2022,15.4
Gunar Cockshoot,USA,Eclairs,6916.0,42,Tuesday,May,2022,164.66666666666666
Roddy Speechley,USA,Fruit & Nut Bars,5509.0,24,Tuesday,June,2022,229.54166666666666
Gunar Cockshoot,India,50% Dark Bites,12992.0,83,Tuesday,August,2022,156.53012048192772
Wilone O'Kielt,New Zealand,Manuka Honey Choco,3724.0,234,Monday,July,2022,15.914529914529915
Kaine Padly,UK,Manuka Honey Choco,7133.0,118,Friday,January,2022,60.44915254237288
Van Tuxwell,Canada,Manuka Honey Choco,8617.0,46,Thursday,February,2022,187.32608695652175
Wilone O'Kielt,New Zealand,Almond Choco,9198.0,144,Tuesday,March,2022,63.875
Oby Sorrel,New Zealand,Baker's Choco Chips,11823.0,47,Monday,April,2022,251.5531914893617
Dennison Crosswaite,Australia,Organic Choco Syrup,5775.0,41,Tuesday,May,2022,140.85365853658536
Marney O'Breen,Australia,Spicy Special Slims,13125.0,275,Thursday,June,2022,47.72727272727273
Beverie Moffet,Canada,Smooth Sliky Salty,14287.0,370,Monday,February,2022,38.61351351351351
Brien Boise,USA,Organic Choco Syrup,16233.0,138,Wednesday,May,2022,117.6304347826087
Roddy Speechley,New Zealand,Baker's Choco Chips,5313.0,215,Tuesday,February,2022,24.711627906976744
Van Tuxwell,UK,85% Dark Bars,3577.0,134,Monday,July,2022,26.69402985074627
Marney O'Breen,Canada,Spicy Special Slims,3528.0,336,Monday,January,2022,10.5
Rafaelita Blaksland,New Zealand,70% Dark Bites,679.0,280,Wednesday,August,2022,2.425
Beverie Moffet,USA,50% Dark Bites,2450.0,352,Thursday,July,2022,6.9602272727272725
Brien Boise,USA,Mint Chip Choco,10577.0,150,Wednesday,May,2022,70.51333333333334
Karlen McCaffrey,New Zealand,Eclairs,2597.0,177,Friday,May,2022,14.67231638418079
Barr Faughny,India,Drinking Coco,2219.0,142,Friday,January,2022,15.626760563380282
Marney O'Breen,UK,Orange Choco,11319.0,12,Monday,June,2022,943.25
Brien Boise,New Zealand,Baker's Choco Chips,5978.0,24,Tuesday,July,2022,249.08333333333334
Ches Bonnell,Canada,Spicy Special Slims,5327.0,183,Friday,August,2022,29.10928961748634
Brien Boise,USA,Orange Choco,6020.0,147,Friday,January,2022,40.95238095238095
Kaine Padly,India,Spicy Special Slims,5614.0,137,Wednesday,August,2022,40.97810218978102
Mallorie Waber,USA,50% Dark Bites,1736.0,13,Tuesday,April,2022,133.53846153846155
Mallorie Waber,UK,Mint Chip Choco,6384.0,2,Wednesday,June,2022,3192.0
Beverie Moffet,India,Choco Coated Almonds,3577.0,261,Thursday,February,2022,13.704980842911878
Madelene Upcott,UK,Smooth Sliky Salty,14539.0,84,Friday,March,2022,173.08333333333334
Gigi Bohling,India,Eclairs,3493.0,68,Tuesday,June,2022,51.36764705882353
Rafaelita Blaksland,Australia,Organic Choco Syrup,994.0,105,Wednesday,January,2022,9.466666666666667
Oby Sorrel,New Zealand,White Choc,4361.0,40,Friday,June,2022,109.025
Andria Kimpton,UK,Drinking Coco,1554.0,65,Monday,May,2022,23.907692307692308
Kelci Walkden,India,Milk Bars,966.0,107,Friday,April,2022,9.02803738317757
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,5334.0,227,Monday,January,2022,23.497797356828194
Andria Kimpton,New Zealand,Organic Choco Syrup,4935.0,39,Friday,March,2022,126.53846153846153
Barr Faughny,New Zealand,After Nines,10024.0,84,Tuesday,April,2022,119.33333333333333
Beverie Moffet,UK,Almond Choco,2506.0,100,Monday,May,2022,25.06
Oby Sorrel,Australia,Raspberry Choco,1043.0,120,Thursday,February,2022,8.691666666666666
Dennison Crosswaite,USA,Raspberry Choco,6524.0,257,Tuesday,January,2022,25.3852140077821
Roddy Speechley,Canada,Orange Choco,8148.0,85,Wednesday,February,2022,95.85882352941177
Mallorie Waber,Canada,Orange Choco,3577.0,178,Wednesday,March,2022,20.09550561797753
Madelene Upcott,New Zealand,Caramel Stuffed Bars,3374.0,151,Tuesday,February,2022,22.344370860927153
Mallorie Waber,India,Drinking Coco,3948.0,142,Monday,March,2022,27.802816901408452
Ches Bonnell,UK,White Choc,3269.0,226,Monday,January,2022,14.464601769911505
Ches Bonnell,USA,White Choc,5271.0,341,Friday,February,2022,15.457478005865102
Dennison Crosswaite,New Zealand,Orange Choco,4571.0,140,Wednesday,March,2022,32.65
Dotty Strutley,India,White Choc,12327.0,330,Monday,August,2022,37.35454545454545
Gigi Bohling,India,Manuka Honey Choco,4935.0,73,Thursday,May,2022,67.6027397260274
Van Tuxwell,India,Spicy Special Slims,6167.0,4,Monday,April,2022,1541.75
Jan Morforth,New Zealand,Mint Chip Choco,18340.0,285,Thursday,June,2022,64.35087719298245
Dotty Strutley,New Zealand,White Choc,7014.0,60,Wednesday,June,2022,116.9
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,7119.0,101,Monday,August,2022,70.48514851485149
Kaine Padly,USA,Milk Bars,15491.0,58,Wednesday,June,2022,267.08620689655174
Brien Boise,India,After Nines,5747.0,45,Thursday,June,2022,127.71111111111111
Oby Sorrel,New Zealand,Raspberry Choco,4550.0,281,Friday,May,2022,16.19217081850534
Dennison Crosswaite,USA,Drinking Coco,2191.0,138,Tuesday,May,2022,15.876811594202898
Oby Sorrel,India,Eclairs,5663.0,322,Thursday,August,2022,17.58695652173913
Ches Bonnell,New Zealand,Organic Choco Syrup,7623.0,85,Friday,July,2022,89.68235294117648
Gigi Bohling,UK,Baker's Choco Chips,9023.0,409,Monday,May,2022,22.061124694376527
Jan Morforth,Australia,50% Dark Bites,3402.0,182,Tuesday,June,2022,18.692307692307693
Beverie Moffet,Australia,Smooth Sliky Salty,10507.0,467,Tuesday,January,2022,22.498929336188436
Ches Bonnell,USA,Organic Choco Syrup,7721.0,14,Thursday,July,2022,551.5
Brien Boise,Canada,Mint Chip Choco,5033.0,178,Friday,January,2022,28.275280898876403
Kaine Padly,UK,Orange Choco,1960.0,191,Wednesday,June,2022,10.261780104712042
Karlen McCaffrey,Australia,70% Dark Bites,238.0,317,Friday,June,2022,0.750788643533123
Gunar Cockshoot,Canada,Mint Chip Choco,7756.0,410,Friday,July,2022,18.917073170731708
Roddy Speechley,USA,Peanut Butter Cubes,1736.0,137,Friday,February,2022,12.671532846715328
Curtice Advani,Canada,Smooth Sliky Salty,2660.0,12,Monday,August,2022,221.66666666666666
Oby Sorrel,Australia,Milk Bars,7672.0,254,Tuesday,June,2022,30.20472440944882
Camilla Castle,New Zealand,Spicy Special Slims,11564.0,24,Tuesday,January,2022,481.8333333333333
Gigi Bohling,UK,Milk Bars,1365.0,232,Tuesday,May,2022,5.883620689655173
Andria Kimpton,Australia,85% Dark Bars,4186.0,233,Tuesday,August,2022,17.965665236051503
Camilla Castle,Australia,Smooth Sliky Salty,7406.0,118,Thursday,March,2022,62.76271186440678
Roddy Speechley,India,Caramel Stuffed Bars,8911.0,543,Monday,May,2022,16.410681399631677
Karlen McCaffrey,USA,Drinking Coco,112.0,223,Wednesday,June,2022,0.5022421524663677
Andria Kimpton,Canada,Organic Choco Syrup,8204.0,204,Tuesday,January,2022,40.21568627450981
Jehu Rudeforth,Australia,Drinking Coco,2611.0,65,Friday,January,2022,40.16923076923077
Karlen McCaffrey,USA,Mint Chip Choco,15652.0,53,Tuesday,February,2022,295.3207547169811
Curtice Advani,New Zealand,Spicy Special Slims,4074.0,469,Monday,January,2022,8.686567164179104
Madelene Upcott,USA,White Choc,12250.0,213,Wednesday,May,2022,57.51173708920188
Andria Kimpton,USA,Spicy Special Slims,2366.0,5,Monday,May,2022,473.2
Barr Faughny,New Zealand,Fruit & Nut Bars,1687.0,147,Tuesday,April,2022,11.476190476190476
Oby Sorrel,Canada,Organic Choco Syrup,1232.0,74,Tuesday,July,2022,16.64864864864865
Madelene Upcott,UK,Organic Choco Syrup,6965.0,163,Thursday,July,2022,42.73006134969325
Dotty Strutley,USA,Mint Chip Choco,5292.0,248,Monday,February,2022,21.338709677419356
Kelci Walkden,USA,Orange Choco,1379.0,138,Thursday,February,2022,9.992753623188406
Gigi Bohling,Australia,Caramel Stuffed Bars,8001.0,151,Friday,July,2022,52.98675496688742
Mallorie Waber,India,50% Dark Bites,588.0,139,Tuesday,May,2022,4.23021582733813
Van Tuxwell,New Zealand,Mint Chip Choco,4046.0,103,Monday,June,2022,39.28155339805825
Van Tuxwell,India,50% Dark Bites,5103.0,129,Friday,May,2022,39.55813953488372
Van Tuxwell,USA,Manuka Honey Choco,2317.0,102,Tuesday,May,2022,22.715686274509803
Wilone O'Kielt,USA,Orange Choco,7042.0,37,Monday,February,2022,190.32432432432432
Barr Faughny,New Zealand,Eclairs,6713.0,31,Monday,March,2022,216.5483870967742
Gigi Bohling,USA,After Nines,1848.0,227,Friday,January,2022,8.140969162995594
Barr Faughny,New Zealand,Mint Chip Choco,6440.0,145,Monday,February,2022,44.41379310344828
Dennison Crosswaite,Canada,85% Dark Bars,10885.0,90,Monday,August,2022,120.94444444444444
Beverie Moffet,New Zealand,Smooth Sliky Salty,2387.0,59,Thursday,May,2022,40.45762711864407
Husein Augar,USA,White Choc,2030.0,60,Wednesday,July,2022,33.833333333333336
Andria Kimpton,Australia,Peanut Butter Cubes,6678.0,148,Wednesday,April,2022,45.12162162162162
Dennison Crosswaite,India,85% Dark Bars,4515.0,22,Thursday,June,2022,205.22727272727272
Curtice Advani,UK,50% Dark Bites,3374.0,142,Tuesday,March,2022,23.760563380281692
Gunar Cockshoot,USA,Fruit & Nut Bars,5852.0,93,Wednesday,March,2022,62.924731182795696
Oby Sorrel,Canada,Raspberry Choco,1750.0,208,Thursday,June,2022,8.413461538461538
Gigi Bohling,UK,Drinking Coco,5782.0,42,Thursday,June,2022,137.66666666666666
Kelci Walkden,India,Mint Chip Choco,2870.0,120,Thursday,July,2022,23.916666666666668
Karlen McCaffrey,Canada,Peanut Butter Cubes,3094.0,159,Friday,August,2022,19.459119496855347
Barr Faughny,UK,Mint Chip Choco,3724.0,316,Thursday,July,2022,11.784810126582279
Barr Faughny,USA,85% Dark Bars,12761.0,47,Thursday,August,2022,271.51063829787233
Husein Augar,Canada,Eclairs,3696.0,233,Monday,January,2022,15.86266094420601
Jan Morforth,Australia,70% Dark Bites,5222.0,384,Friday,March,2022,13.598958333333334
Marney O'Breen,New Zealand,Fruit & Nut Bars,8939.0,4,Thursday,August,2022,2234.75
Ches Bonnell,UK,Peanut Butter Cubes,2156.0,260,Friday,April,2022,8.292307692307693
Kaine Padly,USA,Organic Choco Syrup,2380.0,22,Friday,March,2022,108.18181818181819
Camilla Castle,USA,Raspberry Choco,3339.0,18,Friday,May,2022,185.5
Brien Boise,New Zealand,Manuka Honey Choco,14980.0,42,Tuesday,June,2022,356.6666666666667
Jehu Rudeforth,New Zealand,After Nines,1512.0,73,Thursday,April,2022,20.71232876712329
Jehu Rudeforth,USA,Smooth Sliky Salty,6657.0,154,Thursday,July,2022,43.22727272727273
Madelene Upcott,India,Mint Chip Choco,3836.0,71,Wednesday,August,2022,54.028169014084504
Jehu Rudeforth,India,Eclairs,8771.0,127,Thursday,February,2022,69.06299212598425
Karlen McCaffrey,Canada,Raspberry Choco,651.0,224,Monday,May,2022,2.90625
Kaine Padly,Australia,70% Dark Bites,6706.0,223,Tuesday,February,2022,30.071748878923767
Roddy Speechley,UK,70% Dark Bites,1421.0,284,Thursday,March,2022,5.003521126760563
Rafaelita Blaksland,USA,Drinking Coco,8526.0,73,Monday,June,2022,116.79452054794521
Mallorie Waber,Canada,Manuka Honey Choco,1435.0,112,Monday,March,2022,12.8125
Kaine Padly,Australia,Fruit & Nut Bars,7434.0,85,Monday,June,2022,87.45882352941176
Oby Sorrel,New Zealand,Organic Choco Syrup,15316.0,270,Thursday,February,2022,56.72592592592593
Madelene Upcott,UK,99% Dark & Pure,10479.0,45,Wednesday,January,2022,232.86666666666667
Madelene Upcott,Australia,Mint Chip Choco,2751.0,153,Monday,May,2022,17.980392156862745
Curtice Advani,Canada,99% Dark & Pure,12586.0,7,Thursday,July,2022,1798.0
Rafaelita Blaksland,Australia,Baker's Choco Chips,2786.0,51,Monday,August,2022,54.627450980392155
Karlen McCaffrey,Australia,After Nines,2303.0,67,Thursday,August,2022,34.37313432835821
Marney O'Breen,UK,99% Dark & Pure,8113.0,194,Thursday,January,2022,41.81958762886598
Gunar Cockshoot,Australia,50% Dark Bites,12271.0,116,Wednesday,March,2022,105.78448275862068
Marney O'Breen,Australia,Choco Coated Almonds,11298.0,41,Wednesday,July,2022,275.5609756097561
Kelci Walkden,New Zealand,Drinking Coco,15855.0,111,Thursday,March,2022,142.83783783783784
Beverie Moffet,USA,85% Dark Bars,12404.0,334,Tuesday,August,2022,37.137724550898206
Roddy Speechley,USA,Eclairs,3990.0,155,Monday,April,2022,25.741935483870968
Dennison Crosswaite,UK,Milk Bars,10808.0,407,Monday,March,2022,26.555282555282556
Wilone O'Kielt,UK,Organic Choco Syrup,4858.0,52,Tuesday,July,2022,93.42307692307692
Madelene Upcott,USA,Orange Choco,7742.0,138,Monday,May,2022,56.10144927536232
Gunar Cockshoot,India,Smooth Sliky Salty,3752.0,70,Wednesday,March,2022,53.6
Marney O'Breen,New Zealand,85% Dark Bars,1218.0,149,Monday,May,2022,8.174496644295303
Marney O'Breen,UK,Manuka Honey Choco,10983.0,179,Friday,June,2022,61.357541899441344
Brien Boise,USA,99% Dark & Pure,6769.0,353,Monday,July,2022,19.175637393767705
Beverie Moffet,New Zealand,Mint Chip Choco,4361.0,97,Thursday,June,2022,44.95876288659794
Dennison Crosswaite,USA,Milk Bars,777.0,60,Thursday,May,2022,12.95
Gunar Cockshoot,USA,Drinking Coco,3843.0,5,Monday,May,2022,768.6
Brien Boise,Canada,Manuka Honey Choco,6930.0,182,Tuesday,August,2022,38.07692307692308
Van Tuxwell,India,Choco Coated Almonds,5733.0,114,Wednesday,April,2022,50.28947368421053
Andria Kimpton,USA,Caramel Stuffed Bars,8393.0,46,Monday,May,2022,182.45652173913044
Dotty Strutley,USA,99% Dark & Pure,3822.0,320,Tuesday,August,2022,11.94375
Camilla Castle,Australia,Raspberry Choco,6342.0,178,Tuesday,August,2022,35.62921348314607
